Código;Família;Subtipo;Descrição;Especialidade;Conc. JJ Ref 1;Conc. JJ Ref 2;Conc. JJ Ref 3;Conc. JJ Ref 4;Diâmetro;Comprimento Fio;Descrição completa agulha;Tipo;Cod. Agulha;Curv;Tamanho Agulha;Env / Cxa;Observação ;RMS;Descrição para Licitação;Composto;NomeConcorrente;codigo_bioline
228030MT-;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 3-0 70CM MC17;Urologia;XYJ305H;VCP305H;J305H;;3-0;70 cm;1/2 Círculo Cilíndrica - 1,7 cm;Círculo  Cilíndrico;MC17;1/2;1,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 3-0 com 70 cm de comprimento, com agulha MC17 de curvatura 1/2 Círculo  Cilíndrico 1,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:228030MT- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;
-228040;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 4-0 70CM MC17;Urologia;XYJ304H;VCP304H;J304H;PG145X;4-0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 1,7cm;Círculo  Cilíndrico;MC17;1/2;1,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 4-0 com 70 cm de comprimento, com agulha MC17 de curvatura 1/2 Círculo  Cilíndrico 1,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:228040- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA40MR15
-228050;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 5-0 70CM MC17;Urologia;XYJ303H;VCP303H;J303H;PG150X;5-0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 1,7cm;Círculo  Cilíndrico;MC17;1/2;1,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 5-0 com 70 cm de comprimento, com agulha MC17 de curvatura 1/2 Círculo  Cilíndrico 1,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:228050- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA50MR15
-228060;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 6-0 70CM MC17;Urologia;J302H;;;;6-0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 1,7cm;Círculo  Cilíndrico;MC17;1/2;1,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 6-0 com 70 cm de comprimento, com agulha MC17 de curvatura 1/2 Círculo  Cilíndrico 1,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:228060- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA60MR15
-248000;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 0 70CM MC26;Aparelho Digestivo;J318H;VCP318H;XYVCP318H;PG104X;0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 2,6cm;Círculo Cilíndrica - Corpo Estriado;MC26;1/2;2,6cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 0 com 70 cm de comprimento, com agulha MC26 de curvatura 1/2 Círculo Cilíndrica - Corpo Estriado 2,6cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:248000- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA0MR26G
-248020;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 2-0 70CM MC26;Aparelho Digestivo;XYJ317H;VCP317H;J317H;;2-0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 2,6cm;Círculo Cilíndrica - Corpo Estriado;MC26;1/2;2,6cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 2-0 com 70 cm de comprimento, com agulha MC26 de curvatura 1/2 Círculo Cilíndrica - Corpo Estriado 2,6cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:248020- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA20MR26G
-248030;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 3-0 70CM MC26;Aparelho Digestivo;XYJ316H;VCP316H;J316H;PG138X;3-0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 2,6cm;Círculo Cilíndrica - Corpo Estriado;MC26;1/2;2,6cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 3-0 com 70 cm de comprimento, com agulha MC26 de curvatura 1/2 Círculo Cilíndrica - Corpo Estriado 2,6cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:248030- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA30MR26G
-248040;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 4-0 70CM MC26;Aparelho Digestivo;XYJ315H;VCP315H;J315H;PG148X;4-0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 2,6cm;Círculo Cilíndrica - Corpo Estriado;MC26;1/2;2,6cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 4-0 com 70 cm de comprimento, com agulha MC26 de curvatura 1/2 Círculo Cilíndrica - Corpo Estriado 2,6cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:248040- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA40MR25G
-248050;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 5-0 70CM MC26;Aparelho Digestivo;J314H;VCP314H;;;5-0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 2,6cm;Círculo Cilíndrica - Corpo Estriado;MC26;1/2;2,6cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 5-0 com 70 cm de comprimento, com agulha MC26 de curvatura 1/2 Círculo Cilíndrica - Corpo Estriado 2,6cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:248050- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA50MR25G
258020MT-;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 2-0 70CM MC30;Aparelho Digestivo;J135H;;;;2-0;70 cm;1/2 Circ. Cilíndrica / Taper Point - 3,0cm;Círculo Cilíndrica - Corpo Estriado;MC30;1/2;3,0cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 2-0 com 70 cm de comprimento, com agulha MC30 de curvatura 1/2 Círculo Cilíndrica - Corpo Estriado 3,0cm*. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:258020MT- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA20MR30G
-268000;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 0 70CM MCR37;Fechamento Geral / Obstetrícia / Ginecologia;XYJ340H;J340H;VCP340H;PG106X;0;70 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,7cm;Cilíndrica Robusta - Corpo Estriado;MCR37;1/2;3,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 0 com 70 cm de comprimento, com agulha MCR37 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 3,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:268000- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA0MR37R
-268001;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 1 70CM MCR37;Fechamento Geral / Obstetrícia / Ginecologia;XYJ341H;VCP341H;J341H;PG115X;1;70 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,7cm;Cilíndrica Robusta - Corpo Estriado;MCR37;1/2;3,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 1 com 70 cm de comprimento, com agulha MCR37 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 3,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:268001- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA1MR37R
-268020;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 2-0 70CM MCR37;Fechamento Geral / Obstetrícia / Ginecologia;XYJ339H;VCP339H;VCP345H;PG128X;2-0;70 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,7cm;Cilíndrica Robusta - Corpo Estriado;MCR37;1/2;3,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 2-0 com 70 cm de comprimento, com agulha MCR37 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 3,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:268020- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA20MR37R
-268030;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 3-0 70CM MCR37;Fechamento Geral / Obstetrícia / Ginecologia;XYJ338H;VCP338H;J338H;;3-0;70 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 3,7cm;Cilíndrica Robusta - Corpo Estriado;MCR37;1/2;3,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 3-0 com 70 cm de comprimento, com agulha MCR37 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 3,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:268030- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA30MR37R
-278000;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 0 70CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;XYJ352H;VCP352H;J352H;PG109X;0;70 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,0cm;Cilíndrica Robusta - Corpo Estriado;MCR40;1/2;4,0cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 0 com 70 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 4,0cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:278000- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA0MR40R
-278001;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 1 70CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;XYJ353H;VCP353H;J353H;PG117X;1;70 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,0cm;Cilíndrica Robusta - Corpo Estriado;MCR40;1/2;4,0cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 1 com 70 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 4,0cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:278001- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA1MR40R
-278020;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 2-0 70CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;XYJ351H;;J351H;PG130X;2-0;70 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,0cm;Cilíndrica Robusta - Corpo Estriado;MCR40;1/2;4,0cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 2-0 com 70 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 4,0cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:278020- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA20MR40R
-278030;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 3-0 70CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;J350H;VCP350H;;;3-0;70 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,0cm;Cilíndrica Robusta - Corpo Estriado;MCR40;1/2;4,0cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 3-0 com 70 cm de comprimento, com agulha MCR40 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 4,0cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:278030- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;
279000MD-;POLYGLACTIN 910;SAS;POLYGLACTIN INC. 0 70CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;;;;;0;70 cm;1/2 Círculo Cilíndrica Robusta  - 4,0cm;Cilíndrica Robusta - Corpo Estriado;MCR40;1/2;4,0cm;12;;80052020050;Fio de sutura cirúrgica Polyglactin 910 incolor composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 0 com 70 cm de comprimento, com agulha MCR40 de curvatura 1/2Cilíndrica Robusta - Corpo EstriadoCorpo Estriado de 4,0cm. Produto comercializado em caixa contendo12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:279000MD- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;
-288000;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 0 90CM MCR48;Fechamento Geral / Obstetrícia / Ginecologia;XYJ370H;VCP370H;J370H;PG110X;0;90 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,8cm;Cilíndrica Robusta - Corpo Estriado;MCR48;1/2;4,8cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 0 com 90 cm de comprimento, com agulha MCR48 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 4,8cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:288000- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA0MR48ER
-288001;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 1 90CM MCR48;Fechamento Geral / Obstetrícia / Ginecologia;XYJ371H;VCP371H;J371H;PG118X;1;90 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,8cm;Cilíndrica Robusta - Corpo Estriado;MCR48;1/2;4,8cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 1 com 90 cm de comprimento, com agulha MCR48 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 4,8cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:288001- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA1MR48ER
-288020;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 2-0 90CM MCR48;Fechamento Geral / Obstetrícia / Ginecologia;XYJ369H;VCP369H;J369H;;2-0;90 cm;1/2 Circ. Cilíndrica Robusta / Taper Point Heavy - 4,8cm;Cilíndrica Robusta - Corpo Estriado;MCR48;1/2;4,8cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 2-0 com 90 cm de comprimento, com agulha MCR48 de curvatura 1/2 Cilíndrica Robusta - Corpo Estriado 4,8cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:288020- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA20MR48ER
289000MD-;POLYGLACTIN 910;SAS;POLYGLACTIN INC. 0 70CM MCR48;Fechamento Geral / Obstetrícia / Ginecologia;;;;;0;70 cm;1/2 Círculo Cilíndrica  - 4,8cm;Cilíndrica Robusta - Corpo Estriado;MCR48;1/2;4,8cm;12;;80052020050;Fio de sutura cirúrgica Polyglactin 910 incolor composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 0 com 70 cm de comprimento, com agulha MCR48 de curvatura 1/2Cilíndrica Robusta - Corpo EstriadoCorpo Estriado de 4,8cm. Produto comercializado em caixa contendo12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:289000MD- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;
348000MT-;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 0 70CM UC27;Urologia;J603H;VCP603H;;;0;70 cm;5/8 Círculo Cilíndrica - Corpo Estriado - 2,7cm;Círculo Cilíndrica - Corpo Estriado;UC27;5/8;2,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 0 com 70 cm de comprimento, com agulha UC27 de curvatura 5/8 Círculo Cilíndrica - Corpo Estriado 2,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:348000MT- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;
348020MT-;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 2-0 70CM UC27;Urologia;J602H;;;;2-0;70 cm;5/8 Círculo Cilíndrica - Corpo Estriado - 2,7cm;Círculo Cilíndrica - Corpo Estriado;UC27;5/8;2,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 2-0 com 70 cm de comprimento, com agulha UC27 de curvatura 5/8 Círculo Cilíndrica - Corpo Estriado 2,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:348020MT- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA20UR26
-368000;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 0 70CM UC37;Urologia;XYJ376H;VCP376H;J376H;PG108X;0;70 cm;5/8 Circ. Cilíndrica / Taper Point - 3,7cm;Círculo Cilíndrica - Corpo Estriado;UC37;5/8;3,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 0 com 70 cm de comprimento, com agulha UC37 de curvatura 5/8 Círculo Cilíndrica - Corpo Estriado 3,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:368000- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA0UR37
-368020;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 2-0 70CM UC37;Urologia;XYJ375H;VCP375H;J375H;PG129X;2-0;70 cm;5/8 Circ. Cilíndrica / Taper Point - 3,7cm;Círculo Cilíndrica - Corpo Estriado;UC37;5/8;3,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 2-0 com 70 cm de comprimento, com agulha UC37 de curvatura 5/8 Círculo Cilíndrica - Corpo Estriado 3,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:368020- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA20UR37
-368030;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 3-0 70CM UC37;Urologia;J374H;VCP374H;;PG141X;3-0;70 cm;5/8 Circ. Cilíndrica / Taper Point - 3,7cm;Círculo Cilíndrica - Corpo Estriado;UC37;5/8;3,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 3-0 com 70 cm de comprimento, com agulha UC37 de curvatura 5/8 Círculo Cilíndrica - Corpo Estriado 3,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:368030- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;PGLA30UR37
368030MT-;POLYGLACTIN 910;SAS;POLYGLACTIN VIOL. 3-0 70CM 2XUC37;Urologia;;;;;3-0;70 cm;5/8 Círculo Cilíndrica - Corpo Estriado - 3,7cm;Círculo Cilíndrica - Corpo Estriado;2 x UC37;5/8;3,7cm;36;;80052020050;Fio de sutura cirúrgica Polyglactin 910 violeta composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 3-0 com 70 cm de comprimento, com duas agulhas (2) x UC37 de curvatura 5/8 Círculo Cilíndrica - Corpo Estriado 3,7cm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:368030MT- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;
429050XF-;POLYGLACTIN 910;SAS;POLYGLACTIN INC. 5-0 45CM CT16XF;Cirurgia Plástica;J100G;JP500G;;;5-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 1,6cm;Triangular Premium Plastic;CT16 XF;3/8;1,6cm;12;;80052020050;Fio de sutura cirúrgica Polyglactin 910 incolor composto por Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 5-0 com 45 cm de comprimento, com agulha CT16XF de curvatura 3/8 Triangular Premium Plastic 1,6cm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020050 Código/modelo:429050XF- Fabricante: Polysuture. Origem: Nacional.;Poliglactina 910;Vicryl;
